,Time,Country,Series,Pay period,value
925,2007-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,11147.784
926,2008-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,11400.252
927,2009-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,11727.232
928,2010-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,13827.877
929,2011-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,14240.07
930,2012-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,14200.683
931,2013-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,14331.078
932,2014-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,14394.414
933,2015-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,14512.807
934,2016-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Annual,14520.798
935,2006-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,5.40484
936,2007-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,5.34483
937,2008-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,5.46592
938,2009-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,5.6226101
939,2010-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.6297698
940,2011-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.8274798
941,2012-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.8085499
942,2013-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.8710599
943,2014-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.9014101
944,2015-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.9582
945,2016-01-01,Slovenia,In 2015 constant prices at 2015 USD PPPs,Hourly,6.9620299
946,2006-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,8177.2139
947,2007-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,8086.3501
948,2008-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,8269.4844
949,2009-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,8506.668
950,2010-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10030.428
951,2011-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10329.424
952,2012-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10300.854
953,2013-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10395.439
954,2014-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10441.382
955,2015-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10527.261
956,2016-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Annual,10533.057
957,2006-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.921
958,2007-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.8770001
959,2008-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,3.9649999
960,2009-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.079
961,2010-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.809
962,2011-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.9520001
963,2012-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.9390001
964,2013-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,4.9840002
965,2014-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.006
966,2015-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.0469999
967,2016-01-01,Slovenia,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.0500002
968,2006-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5201.6479
969,2007-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5295.207
970,2008-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5289.6489
971,2009-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5573.6162
972,2010-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5710.6191
973,2011-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5804.7378
974,2012-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,5969.625
975,2013-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,6302.3159
976,2014-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,6459.085
977,2015-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,6633.564
978,2016-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Annual,6998.2891
979,2006-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.22
980,2007-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.26
981,2008-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.25
982,2009-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.3800001
983,2010-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.4000001
984,2011-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.5
985,2012-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.5
986,2013-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.7
987,2014-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.8
988,2015-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,2.8
989,2016-01-01,Chile,In 2015 constant prices at 2015 USD PPPs,Hourly,3.0
990,2006-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3333.7639
991,2007-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3393.7271
992,2008-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3390.1641
993,2009-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3572.1599
994,2010-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3659.967
995,2011-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3720.2881
996,2012-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,3825.9651
997,2013-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,4039.188
998,2014-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,4139.6621
999,2015-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,4251.4868
1000,2016-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Annual,4485.2412
1001,2006-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.42
1002,2007-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.45
1003,2008-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.4400001
1004,2009-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.52
1005,2010-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.5599999
1006,2011-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.59
1007,2012-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.63
1008,2013-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.72
1009,2014-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.76
1010,2015-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.8099999
1011,2016-01-01,Chile,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.91
1012,2006-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11428.694
1013,2007-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11949.701
1014,2008-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11734.456
1015,2009-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11570.44
1016,2010-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11268.326
1017,2011-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11264.469
1018,2012-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11538.254
1019,2013-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11772.174
1020,2014-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,11715.92
1021,2015-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,12509.465
1022,2016-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Annual,13059.677
1023,2006-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.1220398
1024,2007-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.3540301
1025,2008-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.2590599
1026,2009-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.18396
1027,2010-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.0486002
1028,2011-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.0479202
1029,2012-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.1690502
1030,2013-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.2746601
1031,2014-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.2494602
1032,2015-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.6047001
1033,2016-01-01,Israel,In 2015 constant prices at 2015 USD PPPs,Hourly,5.8510098
1034,2006-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,12869.038
1035,2007-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,13455.708
1036,2008-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,13213.336
1037,2009-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,13028.649
1038,2010-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,12688.46
1039,2011-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,12684.117
1040,2012-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,12992.407
1041,2013-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,13255.807
1042,2014-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,13192.464
1043,2015-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,14086.018
1044,2016-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Annual,14705.573
1045,2006-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.7680001
1046,2007-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.0289998
1047,2008-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.9219999
1048,2009-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.8369999
1049,2010-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.6849999
1050,2011-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.684
1051,2012-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.8200002
1052,2013-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.9390001
1053,2014-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,5.9109998
1054,2015-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.3109999
1055,2016-01-01,Israel,In 2015 constant prices at 2015 USD exchange rates,Hourly,6.5879998
1056,2006-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21042.279
1057,2007-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21310.053
1058,2008-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21416.957
1059,2009-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,22140.191
1060,2010-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21810.281
1061,2011-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21629.799
1062,2012-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21594.918
1063,2013-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21783.131
1064,2014-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21709.326
1065,2015-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21588.119
1066,2016-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Annual,21170.248
1067,2006-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.08859
1068,2007-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.2173
1069,2008-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.26877
1070,2009-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.61538
1071,2010-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.45718
1072,2011-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.37064
1073,2012-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.35381
1074,2013-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.4441
1075,2014-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.40871
1076,2015-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.3506
1077,2016-01-01,Belgium,In 2015 constant prices at 2015 USD PPPs,Hourly,10.15025
1078,2006-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20228.742
1079,2007-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20486.162
1080,2008-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20588.934
1081,2009-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,21284.205
1082,2010-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20967.053
1083,2011-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20793.547
1084,2012-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20760.014
1085,2013-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20940.949
1086,2014-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20869.998
1087,2015-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20753.479
1088,2016-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Annual,20351.762
1089,2006-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.6990004
1090,2007-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.8219995
1091,2008-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.8719997
1092,2009-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.205
1093,2010-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.053
1094,2011-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.9700003
1095,2012-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.9540005
1096,2013-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.04
1097,2014-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,10.006
1098,2015-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.9499998
1099,2016-01-01,Belgium,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.7580004
1100,2006-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1101,2007-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1102,2008-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1103,2009-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1104,2010-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1105,2011-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1106,2012-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1107,2013-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1108,2014-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,
1109,2015-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,20948.197
1110,2016-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Annual,20847.443
1111,2006-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1112,2007-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1113,2008-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1114,2009-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1115,2010-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1116,2011-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1117,2012-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1118,2013-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1119,2014-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,
1120,2015-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,10.30438
1121,2016-01-01,Germany,In 2015 constant prices at 2015 USD PPPs,Hourly,10.25482
1122,2006-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1123,2007-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1124,2008-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1125,2009-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1126,2010-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1127,2011-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1128,2012-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1129,2013-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1130,2014-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,
1131,2015-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,19164.674
1132,2016-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Annual,19072.496
1133,2006-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1134,2007-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1135,2008-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1136,2009-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1137,2010-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1138,2011-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1139,2012-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1140,2013-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1141,2014-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,
1142,2015-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.427
1143,2016-01-01,Germany,In 2015 constant prices at 2015 USD exchange rates,Hourly,9.382
1144,2006-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,3310.512
1145,2007-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,3525.4519
1146,2008-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,3664.3911
1147,2009-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,3934.771
1148,2010-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4145.6851
1149,2011-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4148.1328
1150,2012-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4498.3789
1151,2013-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4616.9268
1152,2014-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4636.707
1153,2015-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4628.626
1154,2016-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Annual,4753.5991
1155,2006-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.41
1156,2007-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.5
1157,2008-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.5599999
1158,2009-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.6799999
1159,2010-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.8
1160,2011-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.8
1161,2012-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,1.9
1162,2013-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,2.0
1163,2014-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,2.0
1164,2015-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,2.0
1165,2016-01-01,Brazil,In 2015 constant prices at 2015 USD PPPs,Hourly,2.0
1166,2006-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2032.873
1167,2007-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2164.8611
1168,2008-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2250.178
1169,2009-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2416.21
1170,2010-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2545.7251
1171,2011-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2547.228
1172,2012-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2762.302
1173,2013-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2835.0991
1174,2014-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2847.2451
1175,2015-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2842.282
1176,2016-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Annual,2919.0239
1177,2006-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.87
1178,2007-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.92000002
1179,2008-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.95999998
1180,2009-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.03
1181,2010-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.08
1182,2011-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.09
1183,2012-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.1799999
1184,2013-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.21
1185,2014-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.21
1186,2015-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.21
1187,2016-01-01,Brazil,In 2015 constant prices at 2015 USD exchange rates,Hourly,1.24
1188,2006-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,1365.35
1189,2007-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,2618.927
1190,2008-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,2295.075
1191,2009-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3869.978
1192,2010-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3621.8999
1193,2011-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3466.4299
1194,2012-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3384.9651
1195,2013-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3579.2571
1196,2014-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3542.239
1197,2015-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3292.291
1198,2016-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Annual,3199.1631
1199,2006-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,0.56110001
1200,2007-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.07627
1201,2008-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,0.94318002
1202,2009-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.5904
1203,2010-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.4884501
1204,2011-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.42456
1205,2012-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.39108
1206,2013-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.47093
1207,2014-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.4557101
1208,2015-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.353
1209,2016-01-01,Russian Federation,In 2015 constant prices at 2015 USD PPPs,Hourly,1.31472
1210,2006-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,568.23199
1211,2007-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1089.947
1212,2008-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,955.16498
1213,2009-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1610.61
1214,2010-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1507.364
1215,2011-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1442.661
1216,2012-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1408.756
1217,2013-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1489.6169
1218,2014-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1474.2111
1219,2015-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1370.187
1220,2016-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Annual,1331.429
1221,2006-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.234
1222,2007-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.44800001
1223,2008-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.39300001
1224,2009-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.662
1225,2010-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.61900002
1226,2011-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.59299999
1227,2012-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.579
1228,2013-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.61199999
1229,2014-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.60600001
1230,2015-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.56300002
1231,2016-01-01,Russian Federation,In 2015 constant prices at 2015 USD exchange rates,Hourly,0.54699999
