,GEO,AGE,UNIT,SEX,INDIC_EM,Value,DATE
14626,Portugal,From 15 to 24 years,Percentage of total population,Females,Active population,31.2,2016-01-01
14627,Portugal,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),22.3,2016-01-01
14628,Portugal,From 25 to 54 years,Thousand persons,Total,Active population,3780.0,2016-01-01
14629,Portugal,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3401.0,2016-01-01
14630,Portugal,From 25 to 54 years,Thousand persons,Males,Active population,1875.0,2016-01-01
14631,Portugal,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1694.0,2016-01-01
14632,Portugal,From 25 to 54 years,Thousand persons,Females,Active population,1905.0,2016-01-01
14633,Portugal,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1707.0,2016-01-01
14634,Portugal,From 25 to 54 years,Percentage of total population,Total,Active population,89.1,2016-01-01
14635,Portugal,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),80.2,2016-01-01
14636,Portugal,From 25 to 54 years,Percentage of total population,Males,Active population,91.9,2016-01-01
14637,Portugal,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),83.0,2016-01-01
14638,Portugal,From 25 to 54 years,Percentage of total population,Females,Active population,86.6,2016-01-01
14639,Portugal,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),77.6,2016-01-01
14640,Portugal,From 55 to 64 years,Thousand persons,Total,Active population,796.0,2016-01-01
14641,Portugal,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),708.0,2016-01-01
14642,Portugal,From 55 to 64 years,Thousand persons,Males,Active population,428.0,2016-01-01
14643,Portugal,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),374.0,2016-01-01
14644,Portugal,From 55 to 64 years,Thousand persons,Females,Active population,368.0,2016-01-01
14645,Portugal,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),335.0,2016-01-01
14646,Portugal,From 55 to 64 years,Percentage of total population,Total,Active population,58.5,2016-01-01
14647,Portugal,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),52.1,2016-01-01
14648,Portugal,From 55 to 64 years,Percentage of total population,Males,Active population,66.9,2016-01-01
14649,Portugal,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),58.5,2016-01-01
14650,Portugal,From 55 to 64 years,Percentage of total population,Females,Active population,51.0,2016-01-01
14651,Portugal,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),46.3,2016-01-01
14652,Romania,From 15 to 24 years,Thousand persons,Total,Active population,607.0,2016-01-01
14653,Romania,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),482.0,2016-01-01
14654,Romania,From 15 to 24 years,Thousand persons,Males,Active population,377.0,2016-01-01
14655,Romania,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),302.0,2016-01-01
14656,Romania,From 15 to 24 years,Thousand persons,Females,Active population,230.0,2016-01-01
14657,Romania,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),180.0,2016-01-01
14658,Romania,From 15 to 24 years,Percentage of total population,Total,Active population,28.0,2016-01-01
14659,Romania,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),22.3,2016-01-01
14660,Romania,From 15 to 24 years,Percentage of total population,Males,Active population,33.9,2016-01-01
14661,Romania,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),27.2,2016-01-01
14662,Romania,From 15 to 24 years,Percentage of total population,Females,Active population,21.8,2016-01-01
14663,Romania,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),17.1,2016-01-01
14664,Romania,From 25 to 54 years,Thousand persons,Total,Active population,6915.0,2016-01-01
14665,Romania,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),6548.0,2016-01-01
14666,Romania,From 25 to 54 years,Thousand persons,Males,Active population,3937.0,2016-01-01
14667,Romania,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),3700.0,2016-01-01
14668,Romania,From 25 to 54 years,Thousand persons,Females,Active population,2977.0,2016-01-01
14669,Romania,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),2848.0,2016-01-01
14670,Romania,From 25 to 54 years,Percentage of total population,Total,Active population,81.9,2016-01-01
14671,Romania,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),77.6,2016-01-01
14672,Romania,From 25 to 54 years,Percentage of total population,Males,Active population,91.0,2016-01-01
14673,Romania,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),85.5,2016-01-01
14674,Romania,From 25 to 54 years,Percentage of total population,Females,Active population,72.4,2016-01-01
14675,Romania,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),69.2,2016-01-01
14676,Romania,From 55 to 64 years,Thousand persons,Total,Active population,1174.0,2016-01-01
14677,Romania,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),1136.0,2016-01-01
14678,Romania,From 55 to 64 years,Thousand persons,Males,Active population,692.0,2016-01-01
14679,Romania,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),665.0,2016-01-01
14680,Romania,From 55 to 64 years,Thousand persons,Females,Active population,482.0,2016-01-01
14681,Romania,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),471.0,2016-01-01
14682,Romania,From 55 to 64 years,Percentage of total population,Total,Active population,44.2,2016-01-01
14683,Romania,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),42.8,2016-01-01
14684,Romania,From 55 to 64 years,Percentage of total population,Males,Active population,55.1,2016-01-01
14685,Romania,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),53.0,2016-01-01
14686,Romania,From 55 to 64 years,Percentage of total population,Females,Active population,34.4,2016-01-01
14687,Romania,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),33.6,2016-01-01
14688,Slovenia,From 15 to 24 years,Thousand persons,Total,Active population,68.0,2016-01-01
14689,Slovenia,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),58.0,2016-01-01
14690,Slovenia,From 15 to 24 years,Thousand persons,Males,Active population,38.0,2016-01-01
14691,Slovenia,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),32.0,2016-01-01
14692,Slovenia,From 15 to 24 years,Thousand persons,Females,Active population,30.0,2016-01-01
14693,Slovenia,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),26.0,2016-01-01
14694,Slovenia,From 15 to 24 years,Percentage of total population,Total,Active population,33.7,2016-01-01
14695,Slovenia,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),28.6,2016-01-01
14696,Slovenia,From 15 to 24 years,Percentage of total population,Males,Active population,36.8,2016-01-01
14697,Slovenia,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),31.1,2016-01-01
14698,Slovenia,From 15 to 24 years,Percentage of total population,Females,Active population,30.6,2016-01-01
14699,Slovenia,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),26.1,2016-01-01
14700,Slovenia,From 25 to 54 years,Thousand persons,Total,Active population,794.0,2016-01-01
14701,Slovenia,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),732.0,2016-01-01
14702,Slovenia,From 25 to 54 years,Thousand persons,Males,Active population,417.0,2016-01-01
14703,Slovenia,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),388.0,2016-01-01
14704,Slovenia,From 25 to 54 years,Thousand persons,Females,Active population,377.0,2016-01-01
14705,Slovenia,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),344.0,2016-01-01
14706,Slovenia,From 25 to 54 years,Percentage of total population,Total,Active population,90.5,2016-01-01
14707,Slovenia,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),83.5,2016-01-01
14708,Slovenia,From 25 to 54 years,Percentage of total population,Males,Active population,92.0,2016-01-01
14709,Slovenia,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),85.6,2016-01-01
14710,Slovenia,From 25 to 54 years,Percentage of total population,Females,Active population,88.9,2016-01-01
14711,Slovenia,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),81.2,2016-01-01
14712,Slovenia,From 55 to 64 years,Thousand persons,Total,Active population,121.0,2016-01-01
14713,Slovenia,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),113.0,2016-01-01
14714,Slovenia,From 55 to 64 years,Thousand persons,Males,Active population,70.0,2016-01-01
14715,Slovenia,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),64.0,2016-01-01
14716,Slovenia,From 55 to 64 years,Thousand persons,Females,Active population,51.0,2016-01-01
14717,Slovenia,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),48.0,2016-01-01
14718,Slovenia,From 55 to 64 years,Percentage of total population,Total,Active population,41.2,2016-01-01
14719,Slovenia,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),38.5,2016-01-01
14720,Slovenia,From 55 to 64 years,Percentage of total population,Males,Active population,47.1,2016-01-01
14721,Slovenia,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),43.6,2016-01-01
14722,Slovenia,From 55 to 64 years,Percentage of total population,Females,Active population,35.2,2016-01-01
14723,Slovenia,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),33.4,2016-01-01
14724,Slovakia,From 15 to 24 years,Thousand persons,Total,Active population,206.0,2016-01-01
14725,Slovakia,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),160.0,2016-01-01
14726,Slovakia,From 15 to 24 years,Thousand persons,Males,Active population,129.0,2016-01-01
14727,Slovakia,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),104.0,2016-01-01
14728,Slovakia,From 15 to 24 years,Thousand persons,Females,Active population,77.0,2016-01-01
14729,Slovakia,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),57.0,2016-01-01
14730,Slovakia,From 15 to 24 years,Percentage of total population,Total,Active population,32.4,2016-01-01
14731,Slovakia,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),25.2,2016-01-01
14732,Slovakia,From 15 to 24 years,Percentage of total population,Males,Active population,39.8,2016-01-01
14733,Slovakia,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),31.9,2016-01-01
14734,Slovakia,From 15 to 24 years,Percentage of total population,Females,Active population,24.7,2016-01-01
14735,Slovakia,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),18.2,2016-01-01
14736,Slovakia,From 25 to 54 years,Thousand persons,Total,Active population,2135.0,2016-01-01
14737,Slovakia,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1950.0,2016-01-01
14738,Slovakia,From 25 to 54 years,Thousand persons,Males,Active population,1159.0,2016-01-01
14739,Slovakia,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1070.0,2016-01-01
14740,Slovakia,From 25 to 54 years,Thousand persons,Females,Active population,976.0,2016-01-01
14741,Slovakia,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),880.0,2016-01-01
14742,Slovakia,From 25 to 54 years,Percentage of total population,Total,Active population,87.6,2016-01-01
14743,Slovakia,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),80.0,2016-01-01
14744,Slovakia,From 25 to 54 years,Percentage of total population,Males,Active population,93.5,2016-01-01
14745,Slovakia,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),86.3,2016-01-01
14746,Slovakia,From 25 to 54 years,Percentage of total population,Females,Active population,81.5,2016-01-01
14747,Slovakia,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),73.5,2016-01-01
14748,Slovakia,From 55 to 64 years,Thousand persons,Total,Active population,397.0,2016-01-01
14749,Slovakia,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),361.0,2016-01-01
14750,Slovakia,From 55 to 64 years,Thousand persons,Males,Active population,211.0,2016-01-01
14751,Slovakia,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),193.0,2016-01-01
14752,Slovakia,From 55 to 64 years,Thousand persons,Females,Active population,186.0,2016-01-01
14753,Slovakia,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),168.0,2016-01-01
14754,Slovakia,From 55 to 64 years,Percentage of total population,Total,Active population,53.9,2016-01-01
14755,Slovakia,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),49.0,2016-01-01
14756,Slovakia,From 55 to 64 years,Percentage of total population,Males,Active population,60.1,2016-01-01
14757,Slovakia,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),55.1,2016-01-01
14758,Slovakia,From 55 to 64 years,Percentage of total population,Females,Active population,48.2,2016-01-01
14759,Slovakia,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),43.5,2016-01-01
14760,Finland,From 15 to 24 years,Thousand persons,Total,Active population,323.0,2016-01-01
14761,Finland,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),258.0,2016-01-01
14762,Finland,From 15 to 24 years,Thousand persons,Males,Active population,159.0,2016-01-01
14763,Finland,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),124.0,2016-01-01
14764,Finland,From 15 to 24 years,Thousand persons,Females,Active population,164.0,2016-01-01
14765,Finland,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),134.0,2016-01-01
14766,Finland,From 15 to 24 years,Percentage of total population,Total,Active population,52.2,2016-01-01
14767,Finland,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),41.7,2016-01-01
14768,Finland,From 15 to 24 years,Percentage of total population,Males,Active population,51.2,2016-01-01
14769,Finland,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),40.1,2016-01-01
14770,Finland,From 15 to 24 years,Percentage of total population,Females,Active population,53.1,2016-01-01
14771,Finland,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),43.3,2016-01-01
14772,Finland,From 25 to 54 years,Thousand persons,Total,Active population,1802.0,2016-01-01
14773,Finland,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),1668.0,2016-01-01
14774,Finland,From 25 to 54 years,Thousand persons,Males,Active population,955.0,2016-01-01
14775,Finland,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),884.0,2016-01-01
14776,Finland,From 25 to 54 years,Thousand persons,Females,Active population,847.0,2016-01-01
14777,Finland,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),784.0,2016-01-01
14778,Finland,From 25 to 54 years,Percentage of total population,Total,Active population,86.3,2016-01-01
14779,Finland,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),79.9,2016-01-01
14780,Finland,From 25 to 54 years,Percentage of total population,Males,Active population,89.7,2016-01-01
14781,Finland,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),83.0,2016-01-01
14782,Finland,From 25 to 54 years,Percentage of total population,Females,Active population,82.8,2016-01-01
14783,Finland,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),76.7,2016-01-01
14784,Finland,From 55 to 64 years,Thousand persons,Total,Active population,490.0,2016-01-01
14785,Finland,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),453.0,2016-01-01
14786,Finland,From 55 to 64 years,Thousand persons,Males,Active population,237.0,2016-01-01
14787,Finland,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),217.0,2016-01-01
14788,Finland,From 55 to 64 years,Thousand persons,Females,Active population,254.0,2016-01-01
14789,Finland,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),236.0,2016-01-01
14790,Finland,From 55 to 64 years,Percentage of total population,Total,Active population,66.4,2016-01-01
14791,Finland,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),61.4,2016-01-01
14792,Finland,From 55 to 64 years,Percentage of total population,Males,Active population,65.1,2016-01-01
14793,Finland,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),59.8,2016-01-01
14794,Finland,From 55 to 64 years,Percentage of total population,Females,Active population,67.6,2016-01-01
14795,Finland,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),63.0,2016-01-01
14796,Sweden,From 15 to 24 years,Thousand persons,Total,Active population,642.0,2016-01-01
14797,Sweden,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),521.0,2016-01-01
14798,Sweden,From 15 to 24 years,Thousand persons,Males,Active population,329.0,2016-01-01
14799,Sweden,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),261.0,2016-01-01
14800,Sweden,From 15 to 24 years,Thousand persons,Females,Active population,314.0,2016-01-01
14801,Sweden,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),260.0,2016-01-01
14802,Sweden,From 15 to 24 years,Percentage of total population,Total,Active population,54.8,2016-01-01
14803,Sweden,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),44.5,2016-01-01
14804,Sweden,From 15 to 24 years,Percentage of total population,Males,Active population,54.2,2016-01-01
14805,Sweden,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),43.1,2016-01-01
14806,Sweden,From 15 to 24 years,Percentage of total population,Females,Active population,55.5,2016-01-01
14807,Sweden,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),45.9,2016-01-01
14808,Sweden,From 25 to 54 years,Thousand persons,Total,Active population,3548.0,2016-01-01
14809,Sweden,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),3354.0,2016-01-01
14810,Sweden,From 25 to 54 years,Thousand persons,Males,Active population,1857.0,2016-01-01
14811,Sweden,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),1753.0,2016-01-01
14812,Sweden,From 25 to 54 years,Thousand persons,Females,Active population,1691.0,2016-01-01
14813,Sweden,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),1601.0,2016-01-01
14814,Sweden,From 25 to 54 years,Percentage of total population,Total,Active population,90.9,2016-01-01
14815,Sweden,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),85.9,2016-01-01
14816,Sweden,From 25 to 54 years,Percentage of total population,Males,Active population,93.3,2016-01-01
14817,Sweden,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),88.1,2016-01-01
14818,Sweden,From 25 to 54 years,Percentage of total population,Females,Active population,88.5,2016-01-01
14819,Sweden,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),83.7,2016-01-01
14820,Sweden,From 55 to 64 years,Thousand persons,Total,Active population,909.0,2016-01-01
14821,Sweden,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),861.0,2016-01-01
14822,Sweden,From 55 to 64 years,Thousand persons,Males,Active population,472.0,2016-01-01
14823,Sweden,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),443.0,2016-01-01
14824,Sweden,From 55 to 64 years,Thousand persons,Females,Active population,437.0,2016-01-01
14825,Sweden,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),418.0,2016-01-01
14826,Sweden,From 55 to 64 years,Percentage of total population,Total,Active population,79.7,2016-01-01
14827,Sweden,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),75.5,2016-01-01
14828,Sweden,From 55 to 64 years,Percentage of total population,Males,Active population,82.5,2016-01-01
14829,Sweden,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),77.5,2016-01-01
14830,Sweden,From 55 to 64 years,Percentage of total population,Females,Active population,76.9,2016-01-01
14831,Sweden,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),73.5,2016-01-01
14832,United Kingdom,From 15 to 24 years,Thousand persons,Total,Active population,4441.0,2016-01-01
14833,United Kingdom,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),3865.0,2016-01-01
14834,United Kingdom,From 15 to 24 years,Thousand persons,Males,Active population,2303.0,2016-01-01
14835,United Kingdom,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),1964.0,2016-01-01
14836,United Kingdom,From 15 to 24 years,Thousand persons,Females,Active population,2137.0,2016-01-01
14837,United Kingdom,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),1901.0,2016-01-01
14838,United Kingdom,From 15 to 24 years,Percentage of total population,Total,Active population,58.5,2016-01-01
14839,United Kingdom,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),50.9,2016-01-01
14840,United Kingdom,From 15 to 24 years,Percentage of total population,Males,Active population,59.4,2016-01-01
14841,United Kingdom,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),50.6,2016-01-01
14842,United Kingdom,From 15 to 24 years,Percentage of total population,Females,Active population,57.6,2016-01-01
14843,United Kingdom,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),51.2,2016-01-01
14844,United Kingdom,From 25 to 54 years,Thousand persons,Total,Active population,22611.0,2016-01-01
14845,United Kingdom,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),21790.0,2016-01-01
14846,United Kingdom,From 25 to 54 years,Thousand persons,Males,Active population,11983.0,2016-01-01
14847,United Kingdom,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),11571.0,2016-01-01
14848,United Kingdom,From 25 to 54 years,Thousand persons,Females,Active population,10628.0,2016-01-01
14849,United Kingdom,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),10219.0,2016-01-01
14850,United Kingdom,From 25 to 54 years,Percentage of total population,Total,Active population,86.1,2016-01-01
14851,United Kingdom,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),83.0,2016-01-01
14852,United Kingdom,From 25 to 54 years,Percentage of total population,Males,Active population,92.2,2016-01-01
14853,United Kingdom,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),89.0,2016-01-01
14854,United Kingdom,From 25 to 54 years,Percentage of total population,Females,Active population,80.1,2016-01-01
14855,United Kingdom,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),77.0,2016-01-01
14856,United Kingdom,From 55 to 64 years,Thousand persons,Total,Active population,4965.0,2016-01-01
14857,United Kingdom,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),4782.0,2016-01-01
14858,United Kingdom,From 55 to 64 years,Thousand persons,Males,Active population,2689.0,2016-01-01
14859,United Kingdom,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),2577.0,2016-01-01
14860,United Kingdom,From 55 to 64 years,Thousand persons,Females,Active population,2276.0,2016-01-01
14861,United Kingdom,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),2205.0,2016-01-01
14862,United Kingdom,From 55 to 64 years,Percentage of total population,Total,Active population,65.8,2016-01-01
14863,United Kingdom,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),63.4,2016-01-01
14864,United Kingdom,From 55 to 64 years,Percentage of total population,Males,Active population,72.6,2016-01-01
14865,United Kingdom,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),69.6,2016-01-01
14866,United Kingdom,From 55 to 64 years,Percentage of total population,Females,Active population,59.2,2016-01-01
14867,United Kingdom,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),57.4,2016-01-01
14868,Iceland,From 15 to 24 years,Thousand persons,Total,Active population,33.0,2016-01-01
14869,Iceland,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),30.0,2016-01-01
14870,Iceland,From 15 to 24 years,Thousand persons,Males,Active population,17.0,2016-01-01
14871,Iceland,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),16.0,2016-01-01
14872,Iceland,From 15 to 24 years,Thousand persons,Females,Active population,16.0,2016-01-01
14873,Iceland,From 15 to 24 years,Thousand persons,Females,Total employment (resident population concept - LFS),15.0,2016-01-01
14874,Iceland,From 15 to 24 years,Percentage of total population,Total,Active population,83.0,2016-01-01
14875,Iceland,From 15 to 24 years,Percentage of total population,Total,Total employment (resident population concept - LFS),77.6,2016-01-01
14876,Iceland,From 15 to 24 years,Percentage of total population,Males,Active population,82.6,2016-01-01
14877,Iceland,From 15 to 24 years,Percentage of total population,Males,Total employment (resident population concept - LFS),77.1,2016-01-01
14878,Iceland,From 15 to 24 years,Percentage of total population,Females,Active population,83.5,2016-01-01
14879,Iceland,From 15 to 24 years,Percentage of total population,Females,Total employment (resident population concept - LFS),78.2,2016-01-01
14880,Iceland,From 25 to 54 years,Thousand persons,Total,Active population,119.0,2016-01-01
14881,Iceland,From 25 to 54 years,Thousand persons,Total,Total employment (resident population concept - LFS),116.0,2016-01-01
14882,Iceland,From 25 to 54 years,Thousand persons,Males,Active population,63.0,2016-01-01
14883,Iceland,From 25 to 54 years,Thousand persons,Males,Total employment (resident population concept - LFS),61.0,2016-01-01
14884,Iceland,From 25 to 54 years,Thousand persons,Females,Active population,57.0,2016-01-01
14885,Iceland,From 25 to 54 years,Thousand persons,Females,Total employment (resident population concept - LFS),55.0,2016-01-01
14886,Iceland,From 25 to 54 years,Percentage of total population,Total,Active population,92.2,2016-01-01
14887,Iceland,From 25 to 54 years,Percentage of total population,Total,Total employment (resident population concept - LFS),89.9,2016-01-01
14888,Iceland,From 25 to 54 years,Percentage of total population,Males,Active population,95.3,2016-01-01
14889,Iceland,From 25 to 54 years,Percentage of total population,Males,Total employment (resident population concept - LFS),93.2,2016-01-01
14890,Iceland,From 25 to 54 years,Percentage of total population,Females,Active population,88.9,2016-01-01
14891,Iceland,From 25 to 54 years,Percentage of total population,Females,Total employment (resident population concept - LFS),86.4,2016-01-01
14892,Iceland,From 55 to 64 years,Thousand persons,Total,Active population,34.0,2016-01-01
14893,Iceland,From 55 to 64 years,Thousand persons,Total,Total employment (resident population concept - LFS),33.0,2016-01-01
14894,Iceland,From 55 to 64 years,Thousand persons,Males,Active population,18.0,2016-01-01
14895,Iceland,From 55 to 64 years,Thousand persons,Males,Total employment (resident population concept - LFS),17.0,2016-01-01
14896,Iceland,From 55 to 64 years,Thousand persons,Females,Active population,16.0,2016-01-01
14897,Iceland,From 55 to 64 years,Thousand persons,Females,Total employment (resident population concept - LFS),15.0,2016-01-01
14898,Iceland,From 55 to 64 years,Percentage of total population,Total,Active population,86.4,2016-01-01
14899,Iceland,From 55 to 64 years,Percentage of total population,Total,Total employment (resident population concept - LFS),84.6,2016-01-01
14900,Iceland,From 55 to 64 years,Percentage of total population,Males,Active population,92.2,2016-01-01
14901,Iceland,From 55 to 64 years,Percentage of total population,Males,Total employment (resident population concept - LFS),89.7,2016-01-01
14902,Iceland,From 55 to 64 years,Percentage of total population,Females,Active population,80.5,2016-01-01
14903,Iceland,From 55 to 64 years,Percentage of total population,Females,Total employment (resident population concept - LFS),79.4,2016-01-01
14904,Norway,From 15 to 24 years,Thousand persons,Total,Active population,359.0,2016-01-01
14905,Norway,From 15 to 24 years,Thousand persons,Total,Total employment (resident population concept - LFS),319.0,2016-01-01
14906,Norway,From 15 to 24 years,Thousand persons,Males,Active population,182.0,2016-01-01
14907,Norway,From 15 to 24 years,Thousand persons,Males,Total employment (resident population concept - LFS),159.0,2016-01-01
